"Level 1","Level 2","Level 3","Level 4","Priority","Progress","Start","Due","Duration (Days)","Milestone","Resources",
"Web integration","Capabilities API","<q>DIV tag integration with Capabilities API</q>",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Capabilities API","web - options to integrate content.png",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Capabilities API","!comment
Qlik Sense capabilities APIs are a collection of JavaScript APIs that allows you to easily embed Qlik Sense content in a web page.
Our capability APIs are dependent on AngularJS and RequireJS. When integrating our APIs in an existing project, the same libraries must be used.
With our capability APIs existing visualizations of Qlik Sense can be used or created on the fly and can be embedded in a web page. But it goes further: Data, selections, bookmarks, variables,…. Can all be obtained and used.
For more information click [API reference](https://help.qlik.com/en-US/sense-developer/3.2/Subsystems/APIs/Content/mashup-api-reference.htm).",,,,,,,,,
"Web integration","Create mashups using the Dev-hub","https://youtu.be/mn9GspU-tDI?list=PLLRH3RWXD_Q6oFzpZaJcx4YXNR2am8xiG",,"","","","","         0","0","Technical - 2 hours",
"Web integration","Create mashups using the Dev-hub","#Capabilities API - example JS code to embed a chart",,"","","","","         0","0","Multiple days",
"Web integration","Create mashups using the Dev-hub","[Play around with a live demo] (https://jsfiddle.net/qhose/mv9Lyusu)",,"","","","","         0","0","Technical - 2 hours",
"Web integration","Create mashups using the Dev-hub","!comment
This slide shows the JavaScript example of using our capability APIs for integrating Qlik Sense objects into a webpage through Div tags.

First the Qlik Sense app needs to be opened to get to the content and objects that need to be embedded. This happens on the line of code that starts with 'var app':
The API qlik.openApp is used to create an object that gets access to the desired app.
The long number is the internal GUID of the app that is used in our Qlik Sense environment. The config object is used to make sure the right connection is made with the Qlik Sense Server.

Secondly there are 2 lines that start with 'app.getObject':
This API gets the GUID of the object ( the second parameter) and puts it in the desired placeholder (first parameter). These placeholders are defined in the HTML code of the web page with Div tags.

Click on the links on top to toggle between HTML, JavaScript, Resources, CSS and Result.
",,,,,,,,,
"Web integration","Capabilties API - example code: make a selection","```
var config = {
 host: window.location.hostname,
 prefix: prefix,
 port: window.location.port,
 isSecure: window.location.protocol === ""https:""
};
require([""js/qlik""], function(qlik) {

 var app = qlik.openApp('c31e2aba-3b46-4b13-8b87-c5c2514dea1d', config);

 app.field('LastName').selectValues([""Jones""], true, true);
});
```",,"","","","","         0","0","Technical - 1 day",
"Web integration","Capabilties API - example code: make a selection","[Qlik help Field API](https://help.qlik.com/en-US/sense-developer/3.2/Subsystems/APIs/Content/MashupAPI/qlik-field-interface.htm)",,"","","","","         0","0","Technical - 1 day",
"Web integration","Capabilties API - example code: make a selection","[Mash-Up APIs Part 5: Making Selections video](https://youtu.be/IApeTl6cCaY)",,"","","","","         0","0","Technical - 1 day",
"Web integration","Capabilties API - example code: make a selection","!comment
This code gives an example by using an API to make a selection in a certain field.In this case _app.field(fieldname).selectvalues([values])_
Is used. The field 'LastName' is used here and the value 'Jones' will be selected from it.
 - The first true parameter: is a boolean. If it's put on true it toggles the selected state.
 - The second true parameter: is a boolean. If it's put on true, locked selections can be overwritten.  
Click on the help or video link for more info or a demonstration of using the API.",,"","","","","         0","0","Technical - 1 day",
"Web integration","Capabilties API - example code: make a selection","# clear selection",,"","","","","         0","0","Technical - 1 day",
"Web integration","Capabilties API - example code: make a selection","```javascript
var config = {
 host: window.location.hostname,
 prefix: prefix,
 port: window.location.port,
 isSecure: window.location.protocol === ""https:""
};
require([""js/qlik""], function(qlik) {
 
 var app = qlik.openApp('c31e2aba-3b46-4b13-8b87-c5c2514dea1d', config);

 var lastNameField = app.field('LastName');

 lastNameField.clear();
});
```",,"","","","","         0","0","Technical - 1 day",
"Web integration","Capabilties API - example code: make a selection","You can set selections in multiple ways
- use a document setting to set a bookmark when opening a sheet.
- use a (invisible, single object) Iframe url with selections encoded in the URL
- use the selection API (see the ""embed"" menu option, technical info menu for DIV and data only)
- use an [extension](https://branch.qlik.com/#!/project/5775290349fc1bfca8047ad2) (a component inside an app).",,"","","","","         0","0","Technical - 1 day",
"Web integration","Make sure the user is authenticated before you show a mashup","# End to end flow",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","flow - capabilities API end to end.png",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","# Flow with license and security checks",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","capabilities API - DIV tag Saas platform to proxy.png",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Make sure the user is authenticated before you show a mashup","> if the user is not yet authenticated you well get a websocket error (the red box in the picture above) in your browser console. If you have no license or no authorizations (Security rules or section access) you can get a 403 - not authorized. ",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","# Implement an authentication check before you present something to the user",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","To make sure the user is always authenticated you can put a small [HTML file](\public\docs\returnUrl.html) on the Qlik Sense server. (C:\Program Files\Qlik\Sense\Client\returnUrl.html)",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","```HTML
<!doctype html>
<html><head><script>window.location=decodeURIComponent((RegExp('returnUrl=(.+?)(&|$)').exec(location.search)||[,null])[1]);</script></head></html>
```",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","In your HTML/JS you first check if the user has access to the Qlik javascript files.  I perform a check to see if the user is authenticated by checking if they could access the qlik script (which is protected by the virtual proxy):
```javascript
if ( typeof(qlik) == 'undefined' ){ window.location=config.returnUrl;}
```",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","Here’s the point of returnUrl.html if the user is unauthenticated:
· The user is sent to whatever Authentication module you have defined in the QMC - virtual proxy.
The user authenticates and is then sent back to whatever mashup page the user came from, this can be a portal, a regular webpage or whatever.",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","Example code from the SaaSDemo platform. This is the check I do when the [mashup page](https://saasdemo.qlik.com/multipleDivs) is ready.
```javascript
checkAuthenticatedInQlik = function checkAuthenticatedInQlik(sourceURL){
    require([""js/qlik""], function(qlik) {
            if (typeof qlik == 'undefined') {
                    encodeURIComponent(window.location.href));
                    window.location = QlikSenseDemoURL() + ""/resources/returnUrl.html?returnUrl="" + sourceURL;
            } else {
                console.log('user IS logged in in Sense');
            }
        })
}
```",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","PS: Make sure you populate the websocket host white-list in the virtual proxy in the QMC",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","#Authentication using browser redirection with SaaS editions of Qlik Sense",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","Authentication is required to access Qlik Sense resources such as visualizations that are used in mashups. [This topic describes how to authenticate with SaaS editions of Qlik Sense when using an external web server](https://help.qlik.com/en-US/sense-developer/September2020/Subsystems/Mashups/Content/Sense_Mashups/mashups-authentication-cloud.htm) Authentication is required to access Qlik Sense resources such as visualizations that are used in mashups. This topic describes how to authenticate with SaaS editions of Qlik Sense when using an external web server to host a mashup. In the example provided here, we will create JavaScript code that redirects the user to the login page of the tenant. After a successful login, the browser is redirected back to the web server where the mashup is rendered. to host a mashup. In the example provided here, we will create JavaScript code that redirects the user to the login page of the tenant. After a successful login, the browser is redirected back to the web server where the mashup is rendered.",,,,,,,,,
"Web integration","Make sure the user is authenticated before you show a mashup","!comment
#This slide gives an overview which steps are executed to use our Capabilities API.  
1. The user is authenticated in the SaaS platform and arrives on a web page with embedded Qlik Sense objects through our Capabilities API in the JavaScript. 
2. In order to show the Qlik Sense content, the user must be authenticated in the Qlik Sense system. So first of all there has to be an authentication check through a Qlik Sense virtual proxy. (Most of the time this is done through ticketing). If the user fails the authentication check, a WebSocket error will occur. 
3. If the authentication was successful, the Require.JS starts. This is a module loader that loads in all the required components in the right order to make sure the Qlik Sense objects can be loaded. These components are Qlik.js, the client-CSS and fonts. 
4. When these are loaded, it is important that the right objects are shown. First authorizing happens. This is done by our security rules. If a certain user does not have access to a certain app or object the Qlik Sense content will not be shown in the embedded HTML page.
Finally Section Access is used to make sure row level security is executed.",,,,,,,,,
"Web integration","Virtual proxy - Host whitelist explained ","The Host white list is a property on the Qlik Sense virtual proxies. In there the hostnames, IP addresses or subdomains of the servers where Qlik Sense needs to connect to, can be entered. Generally you need to insert your web server DNS name. ",,"","","","","         0","0","Technical - 1 day",
"Web integration","Virtual proxy - Host whitelist explained ","Capabilities API - DIV tag requirejs flow.png",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Virtual proxy - Host whitelist explained ","#Which domains have access to Qlik Sense Proxy web sockets?",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Virtual proxy - Host whitelist explained ","Browsers automatically update, and become more strict. So make sure you check the console for warnings. For example you currently have to set the same site and secure attributes.",,"","","","","         0","0","Technical - 1 day",
"Web integration","Virtual proxy - Host whitelist explained ","qps - virtual proxy settings host whitelist.png make sure you set the same site and secure attributes.",,"","","","","         0","0","Technical - 1 day",
"Web integration","Virtual proxy - Host whitelist explained ","Also note I have set the authentication method to ticket, and no anonymous login. Make sure you now use this virtual proxy in your config object if you use the APIs or use it in your path if you construct URLs.",,"","","","","         0","0","Technical - 1 day",
"Web integration","Virtual proxy - Host whitelist explained ","!comment
The Host white list is a property on the Qlik Sense virtual proxies. In there the hostnames, IP addresses or subdomains of the servers where Qlik Sense needs to connect to, can be entered.
Now in an integration example:  
First you have the webpages of the SaaS platform which contain HTML, CSS and JavaScript. The HTTP origin header comes from the SaaS platform web server. Whenever Qlik Sense is embedded though IFrame or Div tags , it also uses web content which again uses HTML, CSS and JavaScript. But here the HTTP origin header comes from Qlik Sense.
Whenever the page on the SaaS platform is loaded, it will need the embedded content from Qlik Sense. To get to the content you always need to pass the Qlik Sense virtual proxy. If the virtual proxy does not know the address, hostname,… of the server then there will no WebSocket connection allowed. The page will not load in the Qlik Sense content.  
When an additional header is supplied, the address needs not to be added to the whitelist : Access-Control-Allow-Origin *. Instead of using *, use your protocol, server, port combination.
",,"","","","","         0","0","Technical - 1 day",
"Web integration","Things you need to know about the capabilities API and require.js","If you use the capabilities API you are using our version of angular and our requireJS files. This can cause conflicts. If you face these you can use the Iframe approach or use the engine API or Nebula o r PicassoJS.",,,,,,,,,
"Web integration","Things you need to know about the capabilities API and require.js","# Qlik Require Explained. ",,,,,,,,,
"Web integration","Things you need to know about the capabilities API and require.js","Require.js loads all the pieces of software needed for Qlik Sense. (packages, or modules)",,,,,,,,,
"Web integration","Things you need to know about the capabilities API and require.js","Qlik inserted some extra code",,,,,,,,,
"Web integration","Things you need to know about the capabilities API and require.js","So Qlik require is not equal to require.js",,,,,,,,,
"Web integration","Things you need to know about the capabilities API and require.js","You really need to use the version that ships with your Sense version located in `C:\Program Files\Qlik\Sense\Client\assets\external\requirejs`",,,,,,,,,
"Web integration","Things you need to know about the capabilities API and require.js","If you don't want angular conflicts it is better to use nebulaJS or PicassoJS, or use the engineAPI (enigmaJS) to just get the data.",,,,,,,,,
"Web integration","Things you need to know about the capabilities API and require.js","!comment
JavaScript is a vast collection of different libraries and frameworks, each with their own set of requirements.
Require.js is a framework that loads in the required pieces of software (called packages or modules) in the correct order as certain frameworks are dependent of others. Qlik Sense uses a modified version Require.js. Certain pieces of code have been added to make sure all our APIs work properly.
(At the beginning of the JavaScript code of a mashup, you will always see the following line: _require( [""js/qlik""], function ( qlik )_. This is the call for the Qlik required framework).   
This modified version of Qlik is not the same as the default require.js. In order to make sure Qlik Sense works properly, your web platform MUST use the same version of require.js as the version that ships with Qlik Sense. If not the mashup will fail to work.
",,,,,,,,,
"Web integration","On the fly","<q>Create charts on the fly using the Vizualization API</q>",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","On the fly","web - options to integrate content.png",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","On the fly","!comment
Another way of embedding Qlik Sense is creating a chart on the fly. Rather than using Qlik Sense objects in an already created app, only the data of the app is used. The chart is created in the JavaScript of the webpage through the Qlik Sense visualization APIs.
",,,,,,,,,
"Web integration","Create charts on the fly","https://youtu.be/bYxpRJ5lkKY Video - Introduction to the vizualization API",,"","","","","         0","0","Technical - 1 day",
"Web integration","Create charts on the fly","If you don't want to create charts up front, you can create them on the fly using javascript or visual web components.",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Create charts on the fly","[Vizualizations API](https://help.qlik.com/en-US/sense-developer/3.1/Subsystems/APIs/Content/VisualizationAPI/VisualizationAPI.htm), use javascript to create charts",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Create charts on the fly","```javascript
app.visualization.create(
     'barchart', [""Country"", ""=Sum(SalesAmount)""]
).then(function(chart) {chart.show(""yourDIV"")}); 
```",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Create charts on the fly","[Visuals web components](https://help.qlik.com/en-US/sense-developer/3.1/Subsystems/APIs/Content/QlikVisual/qlik-visual.htm). Use Sense HTML Tags in a declarative manner","",,,,,,,,
"Web integration","Create charts on the fly","```HTML
<qlik-visual appid=""Helpdesk Management.qvf""     
type=""barchart""     cols='[""Case Owner Group"",""=Avg([Case Duration Time])""]'     
options='{""title"":""On the fly barchart""}'></qlik-visual>
```",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Create charts on the fly","[Try a real demo with source code via JS Fiddle](https://jsfiddle.net/qhose/9acfgugp/)",,"","","","","         0","0","Multiple days",
"Web integration","Create charts on the fly","[Qlik Sense help examples](https://help.qlik.com/en-US/sense-developer/September2020/Subsystems/Mashups/Content/Sense_Mashups/Create/create-visualizations-on-the-fly.htm)",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Create charts on the fly","qlik-visuals-result.png",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Web integration","Create charts on the fly","!comment
This code shows 2 ways of creating Qlik Sense visualizations on the fly:
 - Through our APIs _app.visualization.create_:   This API will make a Qlik Sense visualization. The first parameter defines it is going to be a bar chart. The second parameters contains the Dimension(s) ( in this case 'Country)' and Measure(s) ( in this case '=sum(LineSalesAmount)'for the bar chart.   After the creation, the bar chart is shown in the designated Div placeholder.
 - Through visuals web components: This way there is no need for JavaScript. First the correct app is opened.  After that the type of the chart is chosen (here a barchart).
Finally the columns are defined: '[Case Owner Group]' as dimension and '=Avg([Case Duration Time])' as measure.  
The chart gets the title: 'on the fly barchart'.",,,,,,,,,
"Web integration","Data only","<q>Data only</q>",,"","","","","         0","0","Technical - 1 day",
"Web integration","Data only","web - options to integrate content.png",,"","","","","         0","0","Technical - 1 day",
"Web integration","Data only","!comment
Instead of using Qlik Sense with its visual layer, only the fast in-memory data warehouse of Qlik is used. Through API calls in JSON format you can create your own visual layer by using Qlik Sense as your backbone for data delivery and data associations.",,,,,,,,,
"Web integration","When do you use the data only approach?","Use this if you 
- like to have your own *look and feel*
- have your own vizualization libraries (software)",,"","","","","         0","0","Technical - 1 day",
"Web integration","When do you use the data only approach?","You use the power of the associative model of Qlik",,"","","","","         0","0","Technical - 1 day",
"Web integration","When do you use the data only approach?","SaaS platform and Qlik Sense will be kept in sync via websocket events (if something changes in Qlik Sense your platform can react. For example when a selection is made).",,"","","","","         0","0","Technical - 1 day",
"Web integration","When do you use the data only approach?","No limits, you can programmatically make selections and get data out of Qlik Sense and format it as you like.",,"","","","","         0","0","Technical - 1 day",
"Web integration","When do you use the data only approach?","You can use  [Qlik Sense PicassoJs](https://github.com/qlik-oss/picasso.js) or [nebulaJS](https://qlik.dev/libraries-and-tools/nebulajs/embedding-visualizations) to vizualize your data. Or use your own library.",,"","","","","         0","0","Technical - 1 day",
"Web integration","When do you use the data only approach?","web - nebulaJS.png",,"","","","","         0","0","Technical - 1 day",
"Web integration","When do you use the data only approach?","!comment
This method is used whenever a user or company wants to maintain their own look and feel/house style (colors, fonts, specific customized visualizations,…) or the user has already a full library of its own visualizations and wants to use those.  
As said on the previous slide, it gives the users the possibility to create their own visual layer while maintaining the associative power of Qlik Sense. This means that ALL the data will be completely visual at ALL times. Through the communication of the SaaS platform and Qlik Sense through WebSockets, your data keeps in sync. Selections can be made as in a native Qlik Sense visualization. As the data is connected, all the other visualizations or object will react to the selections.
Really the sky is the limit here: The possibility to create a completely customized visual layer on the associative Qlik Sense model.  
Click on the link to see an example.",,,,,,,,,
"Web integration","Examples of using Qlik Sense as a data analytics engine","You can query Qlik Sense from your SaaS Platform, in order to
* make a selection
* get selected values, 
* get a list of values
* get a result set by combining any field or measure
* create a query and vizualize with your own library (D3, google charts)
* register events to get associativity
* maintain Qlik Sense",,"","","","","         0","0","Technical - 1 day",
"Web integration","Examples of using Qlik Sense as a data analytics engine","In the example below we requested a list op apps in JSON format",,"","","","","         0","0","Technical - 1 day",
"Web integration","Examples of using Qlik Sense as a data analytics engine","postman response.png",,"","","","","         0","0","Technical - 1 day",
"Web integration","Examples of using Qlik Sense as a data analytics engine","!comment
This slide gives an overview of the possible Qlik Sense queries you can use with our APIs.  Going from selection queries to get a list of apps, dimensions, mesaures,… For a complete list, please go to [help.qlik.com](help.qlik.com) and go to the help for developers to get a complete list. The code example is a response from the Qlik Sense server. We requested a list of apps, and the Server responded in a Json format. Notice that more than just the app ID is shown: There is also information if the app was published, when it was published and to what stream.
",,,,,,,,,
"Web integration","Table API - retrieve any combination of dimensions and measures","API- table api - get table.png",,"","","","","         0","0","Technical - 1 day",
"Web integration","Table API - retrieve any combination of dimensions and measures","```javascript
var app = qlik.openApp(appGuid, config);

var table = app.createTable([""Country"", ""City""], [""Sum(SalesAmount)""], { rows: 3000 });

var listener = function() {
 //Data is ready, now populate your HTML
     table.OnData.bind(listener); //bind the listener
 }
```",,"","","","","         0","0","Technical - 1 day",
"Web integration","Table API - retrieve any combination of dimensions and measures","!comment
With the Table API it is possible to retrieve any combination of dimensions and measures. In the code, first the correct app is opened to have access to the dataset. After that the _app.createTable_ API is used to create the data table on the fly. In this example the table has 2 dimensions: 'Country' and 'City' and 1 measure : 'Sum(LineSalesAmount)'. The rows parameter defines the maximum rows of the table.  
At the end the result will be shown with an onData event.",,,,,,,,,
"Web integration","extensions -  Create extra functionality inside an app using Javascript","Visualization extensions enable you to extend the visualization capabilities of Qlik Sense by using standard Web technologies. The concept of visualization extensions in general can be seen as a plugin mechanism that allows developers to combine the power of the Qlik Sense APIs with the almost unlimited capabilities of the Web.",,"","","","","         0","0","Technical - 2 hours, Developer, CTO, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","extensions Examples.png",,"","","","","         0","0","Technical - 2 hours, Developer, CTO, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","[More examples](https://help.qlik.com/en-US/sense-developer/September2020/Subsystems/Extensions/Content/Sense_Extensions/Examples/dev-hub-code-examples.htm)",,"","","","","         0","0","Technical - 2 hours, Developer, CTO, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","Use the [extension API](https://help.qlik.com/en-US/sense-developer/September2020/Subsystems/Extensions/Content/Sense_Extensions/extensions-introduction.htm), create charts that are not included  out of the box with Javascript and CSS",,"","","","","         0","0","Multiple days, Technical - 2 hours, Developer, CTO, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","# Video: extensions in 60 seconds",,"","","","","         0","0","Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","https://youtu.be/-bxlwEdmaAQ",,"","","","","         0","0","Technical - 2 hours, CTO, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","# Video: introduction to extensions (3M)",,"","","","","         0","0","Multiple days, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","A short video that shows the power of visualization extensions. The big difference between widgets and extensions is that widgets do not use JavaScript. They only use HTML and CSS. This means that they are not interactive. Extensions are customized visualizations that use JavaScript in order to be interactive and clickable. In the end they will act like a native Qlik Sense visualization.",,"","","","","         0","0","Developer, Technical - 1 day, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","https://youtu.be/QAeQKSVlhis",,"","","","","         0","0","Technical - 1 day, Developer, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","# Building an extension",,"","","","","         0","0","Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","A live walk-through of coding a Qlik Sense Extension by Speros Kokenes.",,"","","","","         0","0","Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","https://youtu.be/0X4hXzfLftg",,"","","","","         0","0","Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","[Tutorial: How to Build a Qlik Sense Extension with D3](https://blog.axc.net/?p=1617)",,"","","","","         0","0","Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","# Download your extensions from branch.qlik.com",,"","","","","         0","0","Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","[Qilik Branch contains many Qlik Sense extensions and dveloper projects](https://branch.qlik.com/#!/project)",,"","","","","         0","0","Technical - 1 day, Developer, Technical - 1 hour",
"Web integration","extensions -  Create extra functionality inside an app using Javascript","!comment
This slide shows some examples of visualizations extensions that can enrich Qlik Sense. 
The website [branch.qlik.com](branch.qlik.com)  is our open source community for extensions. It has a collection of third party extensions created for QlikView or Qlik Sense. They are all available on GitHub and freely downloadable. As everything is open it is possible to take ownership and/or make modifications.

# Qlik Branch
[Branch.qlik.com](branch.qlik.com) is the website where you can download extensions that have been made by the community. You can also contribute your own made extensions.",,,,,,,,,
"Web integration","widgets -  Create extra functionality inside an app using HTML and CSS","#Create custom application components using widgets",,"","","","","         0","0","Technical - 2 hours",
"Web integration","widgets -  Create extra functionality inside an app using HTML and CSS","Widgets are used to customize the behavior and appearance of your sheets and visualizations. Widgets are simple app objects created using only HTML and CSS/LESS. You create and edit widgets in the Widget editor and store them in widget libraries, which are then available from the assets panel in your apps. Qlik Sense has a default widget library that contains a set of widgets that are ready to use with little or no customization.",,"","","","","         0","0","Technical - 2 hours",
"Web integration","widgets -  Create extra functionality inside an app using HTML and CSS","Widgets are similar to visualization extensions, but widgets do not require JavaScript programming. Widgets are best suited for creating simple visualizations, such as KPI objects and tables. Widgets can also be used to add simple functionality to sheets, such as buttons to clear selections or take snapshots, or to add other visual elements.",,"","","","","         0","0","Technical - 2 hours",
"Web integration","widgets -  Create extra functionality inside an app using HTML and CSS","[Visit qlik help](https://help.qlik.com/en-US/sense-developer/September2020/Subsystems/Extensions/Content/Sense_Extensions/widgets-introduction.htm)",,,,,,,,,
"Web integration","widgets -  Create extra functionality inside an app using HTML and CSS","https://youtu.be/KJ9r-tMJ9OM?list=PLkRFvjyuHFvIoZOp11L0WUISOk1te0cLtGetting started creating widgets - Qlik Sense Getting started creating widgets - Qlik Sense",,"","","","","         0","0","Technical - 2 hours",
"Web integration","widgets -  Create extra functionality inside an app using HTML and CSS","https://youtu.be/nBg3E8CCytE  Getting started creating widgets (7M) ",,,,,,,,,
"Web integration","widgets -  Create extra functionality inside an app using HTML and CSS","In this video you will see how quickly you can create your own custom visualizations and user interface components. Be sure to check out the Qlik Help Channel and [Online Help](https://community.qlik.com/docs/DOC-16908) for more information including detailed and structured tutorials on this topic. ",,,,,,,,,
"Web integration","widgets -  Create extra functionality inside an app using HTML and CSS","Or visit this [101 widget page](https://qlikfreak.wordpress.com/2018/02/26/widgets-101/)",,,,,,,,,
"Web integration","Difference between QAP and Qlik Sense enterprise","# Introduction video to Qlik Analytics Platform (QAP)",,"","","","","         0","0","Multiple days",
"Web integration","Difference between QAP and Qlik Sense enterprise","https://youtu.be/yLTqzftDa7s?list=PLqJfqgR62cVAZxS34WGnByjASKrGf0Fpk",,"","","","","         0","0","Multiple days",
"Web integration","Difference between QAP and Qlik Sense enterprise","# Summary of the differences",,"","","","","         0","0","Multiple days",
"Web integration","Difference between QAP and Qlik Sense enterprise","web - difference QAP and Qlik sense enterprise sheet versus our client.png",,"","","","","         0","0","Technical - 2 hours, Developer, CTO",
"Web integration","Difference between QAP and Qlik Sense enterprise","web - difference QAP and Qlik sense enterprise.png",,"","","","","         0","0","Technical - 1 day",
"Web integration","Difference between QAP and Qlik Sense enterprise","!comment
This slide explain the difference between the Qlik Analytics Platform and Qlik Sense Enterprise. Basically the QAP is Qlik Sense Enterprise without the hub. This means that with the QAP you cannot create and edit apps, see an app overview,… through the hub. All these actions are available through our APIs.
",,,,,,,,,
"Web integration","Performance tips","9/10 times any performance issues within the Capabilities API is due to the developer not cleaning up after a `getObject` call",,,,,,,,,
"Web integration","Performance tips","```javascript
let vis = qlik.app.visualization.get('id')

vis.then(model => {
  // display chart
  model.show('someid')
})

vis.then(model => {
  // When done with the viz, clean it up from scope.
  model.close()
})
```",,,,,,,,,
"Web integration","Performance tips","When you call `close` all scopes will be destroyed and if it still has a DOM reference that node will be removed from the page.

So if the function that you shared is called every time they flip between the panels in the end you will have a lot of active visualization models.

Which all will react to every selection you make in the app and start fetching data even though they aren't rendering anything to the screen.

That's usually the main culprit when people experience that the app gets slow over time. (Source: Alexander Karlsson)",,,,,,,,,
"Web integration","Performance tips","Bundle size: `require.js` is always needed, `single.js` is the entry point for the Single Integration API and `qlik.js` is the entry point for the Capabilities API. You would normally not load both the latter ones at the same time though.",,,,,,,,,
"Web integration","Performance tips","!comment
This slide gives some performance tips when using our APIs.
",,,,,,,,,
"Web integration","Theming","If you embed Qlik Sense can always change most layout aspects using Qlik Sense [theming API](https://help.qlik.com/en-US/sense-developer/February2018/Subsystems/APIs/Content/CapabilityAPIs/ThemeAPI/ThemeAPI.htm).",,"","","","","         0","0","Technical - 2 hours",
"Web integration","Theming","[create custom themes] (https://community.qlik.com/blogs/qlikviewdesignblog/2018/02/23/how-to-create-a-custom-theme-in-qlik-sense](https://community.qlik.com/blogs/qlikviewdesignblog/2018/02/23/how-to-create-a-custom-theme-in-qlik-sense)",,"","","","","         0","0","Technical - 2 hours",
"Web integration","Theming","#Video: Theming explained",,"","","","","         0","0","Technical - 2 hours",
"Web integration","Theming","[video theming](https://youtu.be/MJqA7l3RAdw)",,"","","","","         0","0","Technical - 2 hours",
"Security - functional design","Introduction to application level security","Authentication: Who is the user?",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Security - functional design","Introduction to application level security","Authorization: What can he do?",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Security - functional design","Introduction to application level security","!comment
First of all it is really important to understand the difference between authentication and authorization. Let's use the following example:   You arrive at work and you start up your computer. Before you can use it, you need to give in a username and password. That process is called authenticating. By entering your unique user and password the computer knows who you are, and lets you enter. Authenticating is used constantly: unlocking your smartphone, logging on to your amazon account,…. Authentication is like asking: 'Who are you?' and is often the first step in a security model.  
Let's go back to the example of logging on to your work computer. After you are logged in you need certain files of your department to work in. You go to the place where they are stored and get the required files. You notice that you can only see and modify the files of YOUR department, not of the other departments. This is called authorizing.  
Authorization is asking: 'I know who you are, now what can you do?'.",,,,,,,,,
"Security - functional design","Introduction video","[Security introduction video](https://youtu.be/sdCVsMzTf64?list=PLqJfqgR62cVAZxS34WGnByjASKrGf0Fpk)",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Security - functional design","Introduction video","!comment
This video gives an introduction on how security works in a Qlik Sense system.",,,,,,,,,
"Security - functional design","No one size fits all approach","security - no one size fits all.png",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Security - functional design","No one size fits all approach","So implement your design in Qlik Sense according to your business needs. ",,"","","","","         0","0","Multiple days, Technical - 1 day",
"Security - functional design","No one size fits all approach","!comment
Qlik Sense is built from the ground up to be flexible. This means that Qlik Sense can be implemented in every type of company (small, medium or large). This is possible because Qlik Sense works with security rules that can be fully modified in order to be implemented in any company structure.",,,,,,,,,
